x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.3404002785682678,0.5333930850028992,-4.490368041842885e-07,0.405977725982666,0.5760399103164673,-0.059237927198410034,0.4602506160736084,0.6330105662345886,-0.1215629130601883,0.49260687828063965,0.6730313897132874,-0.1744789183139801,0.5147921442985535,0.6904520988464355,-0.23208633065223694,0.4219367504119873,0.6012918949127197,-0.17839838564395905,0.45195648074150085,0.6815683841705322,-0.249270960688591,0.47050052881240845,0.746871292591095,-0.2915665805339813,0.48405173420906067,0.7938655614852905,-0.31667885184288025,0.35922953486442566,0.6133108139038086,-0.17558394372463226,0.39307308197021484,0.7199087142944336,-0.24117986857891083,0.41828683018684387,0.8107109069824219,-0.25983479619026184,0.43248409032821655,0.8644990921020508,-0.274321585893631,0.30818843841552734,0.6344187259674072,-0.16937540471553802,0.3293525278568268,0.7474557161331177,-0.22238142788410187,0.3510274887084961,0.8334140777587891,-0.21734902262687683,0.36570799350738525,0.8843413591384888,-0.21269066631793976,0.27269941568374634,0.6613289713859558,-0.16649270057678223,0.28043538331985474,0.768039345741272,-0.19782547652721405,0.2985709607601166,0.83320152759552,-0.1879016011953354,0.3126786947250366,0.8689136505126953,-0.18087637424468994,help
0.5316223502159119,1.0406112670898438,5.327381700226397e-07,0.5946422219276428,0.957304835319519,-0.03486590459942818,0.6133975386619568,0.8575985431671143,-0.07118269801139832,0.5935056805610657,0.7750644087791443,-0.09787014871835709,0.5539447069168091,0.7139960527420044,-0.12828628718852997,0.5919350981712341,0.9324755072593689,-0.15410034358501434,0.5292701721191406,0.7869179248809814,-0.20895662903785706,0.4888058602809906,0.6918150186538696,-0.23129326105117798,0.460033655166626,0.6132300496101379,-0.24260593950748444,0.5212030410766602,0.9863325953483582,-0.15742605924606323,0.4567473232746124,0.8237307667732239,-0.2161019742488861,0.41061216592788696,0.7067357897758484,-0.23493504524230957,0.3803074359893799,0.6115167737007141,-0.24686506390571594,0.45732012391090393,1.0180965662002563,-0.15620599687099457,0.3983335793018341,0.8751945495605469,-0.2023325264453888,0.3586525321006775,0.7667713761329651,-0.21617677807807922,0.3351212739944458,0.6750242114067078,-0.22324365377426147,0.4037172198295593,1.0349963903427124,-0.15455025434494019,0.3560245633125305,0.9293980002403259,-0.18929128348827362,0.32908421754837036,0.8542637228965759,-0.20065277814865112,0.31301766633987427,0.7857526540756226,-0.20754575729370117,help
0.5603812336921692,1.1139302253723145,8.15177486401808e-07,0.6088412404060364,0.9978973269462585,-0.05510132387280464,0.6059059500694275,0.8760979175567627,-0.11592961847782135,0.566028892993927,0.7835155129432678,-0.15915663540363312,0.5298175811767578,0.6953356862068176,-0.20642122626304626,0.6138191819190979,0.9277849793434143,-0.24254865944385529,0.549530029296875,0.778101921081543,-0.3328824043273926,0.4952966570854187,0.6751018762588501,-0.3726554214954376,0.4497678279876709,0.5949180126190186,-0.39567023515701294,0.5448950529098511,0.9811867475509644,-0.24319760501384735,0.4780144989490509,0.8174024224281311,-0.34497779607772827,0.423331081867218,0.6944518685340881,-0.38375821709632874,0.3841001093387604,0.5953593850135803,-0.4100011885166168,0.47943395376205444,1.0195202827453613,-0.23678293824195862,0.41876423358917236,0.8745417594909668,-0.32277002930641174,0.3736881613731384,0.7560082674026489,-0.3570598065853119,0.34439557790756226,0.6623048782348633,-0.3765895664691925,0.42330628633499146,1.045233964920044,-0.22791287302970886,0.373959481716156,0.9369481801986694,-0.29915282130241394,0.3427496552467346,0.8522608280181885,-0.33517351746559143,0.3165942430496216,0.7792116403579712,-0.35908278822898865,help
0.5576699376106262,1.0865516662597656,7.232703751469671e-07,0.6089175343513489,0.9873490333557129,-0.049540117383003235,0.613762617111206,0.8625265955924988,-0.1014256551861763,0.5776627659797668,0.769690990447998,-0.13814687728881836,0.5417501926422119,0.6892507076263428,-0.17916278541088104,0.6257374286651611,0.9281094670295715,-0.20767110586166382,0.5579135417938232,0.769436776638031,-0.27946871519088745,0.5054113864898682,0.6688024997711182,-0.30856555700302124,0.4621419310569763,0.5932995080947876,-0.3254099190235138,0.5612982511520386,0.9772201180458069,-0.20923972129821777,0.48985549807548523,0.802720308303833,-0.2886057496070862,0.43331730365753174,0.6876267194747925,-0.3171728849411011,0.39345991611480713,0.5993272066116333,-0.33666661381721497,0.49566778540611267,1.0091233253479004,-0.20511780679225922,0.42872223258018494,0.8554804921150208,-0.2712390422821045,0.3819914758205414,0.7397290468215942,-0.29817119240760803,0.3512778878211975,0.649446964263916,-0.31470683217048645,0.4351670742034912,1.0299016237258911,-0.19932636618614197,0.3815549612045288,0.9174489378929138,-0.2555716633796692,0.34936487674713135,0.8346846103668213,-0.2827545702457428,0.32559022307395935,0.7665090560913086,-0.30108359456062317,help
0.5442778468132019,1.0600199699401855,6.604468012483267e-07,0.6071774363517761,0.9703159928321838,-0.04511038213968277,0.6229923963546753,0.8498342633247375,-0.09413708001375198,0.5806851387023926,0.7553561925888062,-0.12927551567554474,0.548539400100708,0.679762601852417,-0.16883890330791473,0.6278878450393677,0.926902711391449,-0.19574318826198578,0.5638892650604248,0.7502511143684387,-0.2619868814945221,0.5101942420005798,0.6428274512290955,-0.2881360650062561,0.46627676486968994,0.565643310546875,-0.30222266912460327,0.5568636655807495,0.9800391793251038,-0.1993526816368103,0.4828721284866333,0.778099775314331,-0.2698477506637573,0.4253478944301605,0.6519554853439331,-0.29294338822364807,0.3872508704662323,0.564401388168335,-0.3083818852901459,0.4898684322834015,1.0094313621520996,-0.19716332852840424,0.4212159514427185,0.8372732400894165,-0.2557995021343231,0.3770213723182678,0.7151671051979065,-0.2749670147895813,0.34886449575424194,0.6253740191459656,-0.28575941920280457,0.4300916790962219,1.0205644369125366,-0.1934623122215271,0.37853485345840454,0.8943589925765991,-0.24320392310619354,0.3492063283920288,0.8103765249252319,-0.2608971893787384,0.3271380364894867,0.7436610460281372,-0.2714715301990509,help
0.5370687246322632,1.0682601928710938,3.55932570528239e-07,0.6041916608810425,0.9768638014793396,-0.034767452627420425,0.6261101365089417,0.8457376956939697,-0.07385909557342529,0.5912487506866455,0.7266833782196045,-0.10349541902542114,0.5515132546424866,0.6447646617889404,-0.13860048353672028,0.6324902772903442,0.9152678847312927,-0.1582803726196289,0.5637516975402832,0.7294867038726807,-0.21661052107810974,0.5106087923049927,0.6193948984146118,-0.24481633305549622,0.4691890776157379,0.5376901626586914,-0.2626878619194031,0.5600029230117798,0.9665729999542236,-0.1669737994670868,0.482810914516449,0.7644766569137573,-0.22675737738609314,0.42793408036231995,0.6371310949325562,-0.2514033913612366,0.3924507200717926,0.549329400062561,-0.27101069688796997,0.49204352498054504,1.001208782196045,-0.17099614441394806,0.4246978163719177,0.8279740214347839,-0.22138090431690216,0.3810884654521942,0.709425687789917,-0.23963984847068787,0.35432887077331543,0.6209700107574463,-0.2524513602256775,0.43298959732055664,1.0154889822006226,-0.17374780774116516,0.3817189335823059,0.8937668800354004,-0.21861916780471802,0.3494253158569336,0.8119174242019653,-0.23443131148815155,0.3270410895347595,0.7428432106971741,-0.2448320984840393,help
0.5395597219467163,1.0709590911865234,1.5893310489900614e-07,0.6113786101341248,0.9813048243522644,-0.028091857209801674,0.6415598392486572,0.8514230847358704,-0.06079557538032532,0.6177699565887451,0.7281360030174255,-0.08497560769319534,0.5677066445350647,0.650445818901062,-0.11408717185258865,0.6304879188537598,0.914779782295227,-0.1402190625667572,0.5614348649978638,0.7271628975868225,-0.1938052922487259,0.5095616579055786,0.6190074682235718,-0.2195916622877121,0.4701724648475647,0.5411083698272705,-0.23518192768096924,0.5570512413978577,0.9649659991264343,-0.15057815611362457,0.4832780957221985,0.7559107542037964,-0.20553742349147797,0.43066340684890747,0.6295015811920166,-0.22751304507255554,0.3939428925514221,0.5461597442626953,-0.2450239509344101,0.4888330101966858,0.9984845519065857,-0.15647631883621216,0.4231145679950714,0.820464015007019,-0.20198631286621094,0.38141220808029175,0.7020876407623291,-0.21737992763519287,0.35353055596351624,0.6134541034698486,-0.2282429188489914,0.43189772963523865,1.013527274131775,-0.16108056902885437,0.3825712203979492,0.892507016658783,-0.19859963655471802,0.3510274887084961,0.8119640946388245,-0.2101266086101532,0.3264549970626831,0.7432428002357483,-0.21821065247058868,help
0.5390714406967163,1.0596989393234253,3.0810761586508306e-07,0.6179949045181274,0.9718660116195679,-0.0346919409930706,0.6499817371368408,0.8550109267234802,-0.07241454720497131,0.6260281801223755,0.744138240814209,-0.10055724531412125,0.5835128426551819,0.6636792421340942,-0.13352103531360626,0.628388524055481,0.9289173483848572,-0.15336546301841736,0.5609717965126038,0.7417852878570557,-0.21020135283470154,0.5133074522018433,0.6300457119941711,-0.236857071518898,0.47498926520347595,0.5442477464675903,-0.252911776304245,0.5507075190544128,0.9784510135650635,-0.16128219664096832,0.4773046672344208,0.7666559815406799,-0.2206268161535263,0.42935922741889954,0.6337908506393433,-0.24634534120559692,0.395163893699646,0.5386122465133667,-0.26617082953453064,0.4810501039028168,1.0072097778320312,-0.16442467272281647,0.4163324534893036,0.826399028301239,-0.2135448306798935,0.379648894071579,0.7015250325202942,-0.23233497142791748,0.3551151156425476,0.6050997972488403,-0.24511702358722687,0.4261241853237152,1.0159035921096802,-0.1664910912513733,0.3757118582725525,0.8895915746688843,-0.20658983290195465,0.34643301367759705,0.8053534030914307,-0.22009111940860748,0.3234456777572632,0.7330390810966492,-0.22936436533927917,help
0.5253708958625793,1.089095115661621,3.0741350087737374e-07,0.6012389063835144,0.9920962452888489,-0.022394303232431412,0.6289450526237488,0.8648037314414978,-0.04737883433699608,0.6134812831878662,0.7613619565963745,-0.0667886808514595,0.5827378034591675,0.6739604473114014,-0.09132823348045349,0.5942511558532715,0.9072250723838806,-0.1151198297739029,0.5461822748184204,0.740695595741272,-0.163003072142601,0.5069655776023865,0.6312853097915649,-0.1890718936920166,0.47087395191192627,0.5444554090499878,-0.20589405298233032,0.5297834873199463,0.9513001441955566,-0.12785962224006653,0.47243762016296387,0.7693529725074768,-0.17453892529010773,0.43045732378959656,0.6384673714637756,-0.20133693516254425,0.3989371359348297,0.5374009609222412,-0.22308266162872314,0.46872973442077637,0.9887206554412842,-0.13649578392505646,0.4169120192527771,0.8289731740951538,-0.17744052410125732,0.38032665848731995,0.7073395252227783,-0.1995721161365509,0.35326963663101196,0.6091460585594177,-0.21554575860500336,0.41738152503967285,1.0163543224334717,-0.14348727464675903,0.37477368116378784,0.9006515145301819,-0.18192598223686218,0.3463336229324341,0.8169859647750854,-0.19759096205234528,0.323320597410202,0.7452242970466614,-0.20766375958919525,help
0.5418586134910583,1.1189556121826172,5.870876975677675e-07,0.6189057230949402,1.0282973051071167,-0.03419218957424164,0.6412067413330078,0.9019479155540466,-0.07143149524927139,0.6270594596862793,0.8021361231803894,-0.10107869654893875,0.6028105616569519,0.706533670425415,-0.13687779009342194,0.5999045968055725,0.9353014230728149,-0.15765374898910522,0.5490504503250122,0.7656311988830566,-0.21857237815856934,0.5113874077796936,0.6568470001220703,-0.2475898116827011,0.47784778475761414,0.5682605504989624,-0.2660753130912781,0.5329089164733887,0.9846923351287842,-0.17016488313674927,0.4779955744743347,0.7987799644470215,-0.2365439385175705,0.43848150968551636,0.6650595664978027,-0.27024218440055847,0.40945515036582947,0.5588803291320801,-0.2952556610107422,0.47135403752326965,1.0273869037628174,-0.17786021530628204,0.4176875352859497,0.8618912696838379,-0.23725755512714386,0.3835368752479553,0.7394403219223022,-0.2671394646167755,0.3596299886703491,0.6394932866096497,-0.2862838804721832,0.4207747280597687,1.0590636730194092,-0.1836656928062439,0.37646397948265076,0.9336684942245483,-0.23908092081546783,0.35123586654663086,0.8473129272460938,-0.26534658670425415,0.3310023546218872,0.774714469909668,-0.2820420563220978,help
